HDR_1080P-2d32,4.503
HDR_1080P-3181,3.777
HDR_1080P-33e3,4.45
HDR_1080P-3521,3.895
HDR_1080P-35f4,4.16
HDR_1080P-3749,4.08
HDR_1080P-3a4a,3.824
HDR_1080P-46a4,3.582
HDR_1080P-49d6,4.589
HDR_1080P-4f4a,3.51
HDR_1080P-548b,4.626
HDR_1080P-549e,4.064
HDR_1080P-55c4,4.106
HDR_1080P-601b,4.318
HDR_1080P-687e,2.629
HDR_1080P-68c8,3.804
HDR_1080P-69de,4.181
HDR_1080P-6eb7,4.181
HDR_1080P-7825,4.046
HowTo_1080P-0267,4.514
HowTo_1080P-03fd,4.234
HowTo_1080P-13aa,3.517
HowTo_1080P-1f3b,4.336
HowTo_1080P-36a9,4.185
HowTo_1080P-4d7b,4.427
HowTo_1080P-52bb,4.199
HowTo_1080P-55d1,4.272
HowTo_1080P-63e4,4.102
HowTo_1080P-63ec,3.948
HowTo_1080P-64f7,4.229
HowTo_1080P-6cbf,4.454
HowTo_1080P-7399,1.915
HowTo_1080P-763c,4.194
HowTo_1080P-7cf2,3.957
HowTo_1080P-7f18,3.717
HowTo_1080P-7f4c,3.718
Lecture_1080P-011f,4.092
Lecture_1080P-0201,3.59
Lecture_1080P-0c8a,3.826
Lecture_1080P-1709,4.55
Lecture_1080P-1969,4.172
LiveMusic_1080P-14af,3.649
LiveMusic_1080P-157b,4.45
LiveMusic_1080P-1ace,4.36
LiveMusic_1080P-21dd,4.162
LiveMusic_1080P-28fe,3.819
LiveMusic_1080P-2930,3.693
LiveMusic_1080P-2f7f,3.776
LiveMusic_1080P-3549,3.326
LiveMusic_1080P-3f95,3.906
LiveMusic_1080P-51f6,4.05
LiveMusic_1080P-541f,3.819
LiveMusic_1080P-59b3,4.174
LiveMusic_1080P-6bbe,3.443
LiveMusic_1080P-6d1a,4.329
LiveMusic_1080P-6fe2,3.78
LiveMusic_1080P-77e8,3.281
LiveMusic_1080P-7948,3.346
LiveMusic_1080P-7ead,3.838
LyricVideo_1080P-0075,3.559
LyricVideo_1080P-0625,2.814
LyricVideo_1080P-16b6,4.3
LyricVideo_1080P-1b04,4.381
LyricVideo_1080P-1d75,3.803
LyricVideo_1080P-2946,4.299
LyricVideo_1080P-3803,4.177
LyricVideo_1080P-41ee,3.95
LyricVideo_1080P-4b40,4.071
LyricVideo_1080P-5461,3.636
LyricVideo_1080P-584f,4.031
LyricVideo_1080P-63d4,3.188
LyricVideo_1080P-63d9,4.221
LyricVideo_1080P-725e,3.512
LyricVideo_1080P-756a,4.399
MusicVideo_1080P-04b6,4.228
MusicVideo_1080P-0706,4.288
MusicVideo_1080P-0860,4.084
MusicVideo_1080P-106d,3.963
MusicVideo_1080P-16e6,3.259
MusicVideo_1080P-18f5,4.349
MusicVideo_1080P-1a53,3.829
MusicVideo_1080P-24f5,3.577
MusicVideo_1080P-2b2b,4.283
MusicVideo_1080P-2d1c,4.436
MusicVideo_1080P-34ff,3.616
MusicVideo_1080P-3a50,3.658
MusicVideo_1080P-453f,3.69
MusicVideo_1080P-4671,4.372
MusicVideo_1080P-5072,3.083
MusicVideo_1080P-55af,4.19
MusicVideo_1080P-6260,3.748
MusicVideo_1080P-65c6,3.042
MusicVideo_1080P-6c1d,4.066
MusicVideo_1080P-6c88,4.323
MusicVideo_1080P-6fb1,3.318
MusicVideo_1080P-7265,3.492
MusicVideo_1080P-7706,3.566
MusicVideo_1080P-7f2e,2.925
NewsClip_1080P-00c3,3.75
NewsClip_1080P-02fd,4.421
NewsClip_1080P-06df,4.159
NewsClip_1080P-0abf,4.489
NewsClip_1080P-1db0,3.672
NewsClip_1080P-22b3,4.141
NewsClip_1080P-27fb,3.812
NewsClip_1080P-2eb0,4.002
NewsClip_1080P-3427,4.484
NewsClip_1080P-3c7c,4.382
NewsClip_1080P-4241,4.462
NewsClip_1080P-48ae,3.936
NewsClip_1080P-5b53,3.887
NewsClip_1080P-5be1,4.45
NewsClip_1080P-632e,4.065
NewsClip_1080P-67dc,3.517
NewsClip_1080P-7816,3.977
Sports_1080P-0063,3.855
Sports_1080P-0640,3.447
Sports_1080P-08e1,3.524
Sports_1080P-0d0c,4.224
Sports_1080P-15d1,3.98
Sports_1080P-19d8,4.57
Sports_1080P-1ae3,4.472
Sports_1080P-1bf7,3.352
Sports_1080P-1d78,4.49
Sports_1080P-241e,3.378
Sports_1080P-2524,4.411
Sports_1080P-28a6,3.662
Sports_1080P-2a21,4.452
Sports_1080P-3a3b,3.231
Sports_1080P-3db7,3.669
Sports_1080P-3eb0,4.021
Sports_1080P-43e2,3.819
Sports_1080P-46ed,4.414
Sports_1080P-47e9,3.493
Sports_1080P-49c5,4.106
Sports_1080P-4e05,4.142
Sports_1080P-53a0,3.445
Sports_1080P-5d25,3.429
Sports_1080P-6571,3.478
Sports_1080P-6710,3.652
Sports_1080P-679d,4.335
Sports_1080P-7203,4.366
Sports_1080P-7584,3.91
Sports_1080P-76a2,3.755
Sports_1080P-7dba,4.054
TelevisionClip_1080P-0604,3.718
TelevisionClip_1080P-3758,3.765
TelevisionClip_1080P-39e3,4.313
TelevisionClip_1080P-3b9b,4.607
TelevisionClip_1080P-3d10,4.251
TelevisionClip_1080P-3d83,4.052
TelevisionClip_1080P-3e42,3.382
TelevisionClip_1080P-401e,1.989
TelevisionClip_1080P-4c24,4.227
TelevisionClip_1080P-525d,4.334
TelevisionClip_1080P-5278,4.273
TelevisionClip_1080P-5e68,4.099
TelevisionClip_1080P-6026,4.604
TelevisionClip_1080P-6282,4.415
TelevisionClip_1080P-63e6,4.199
TelevisionClip_1080P-68c6,4.228
VerticalVideo_1080P-04d4,4.561
VerticalVideo_1080P-1105,4.15
VerticalVideo_1080P-1ac1,3.828
VerticalVideo_1080P-1c86,3.979
VerticalVideo_1080P-2195,1.848
VerticalVideo_1080P-2f00,2.891
VerticalVideo_1080P-34ba,4.36
VerticalVideo_1080P-360f,3.382
VerticalVideo_1080P-3709,4.189
VerticalVideo_1080P-3a9b,4.367
VerticalVideo_1080P-3d96,4.432
VerticalVideo_1080P-4591,4.452
VerticalVideo_1080P-4925,3.439
VerticalVideo_1080P-4b92,4.496
VerticalVideo_1080P-4da5,4.119
VerticalVideo_1080P-6e19,4.257
VerticalVideo_1080P-73b6,2.84
VerticalVideo_1080P-766b,4.034
VerticalVideo_1080P-7c5c,3.305
VerticalVideo_1080P-7cf3,3.78
Vlog_1080P-010b,3.955
Vlog_1080P-1609,4.185
Vlog_1080P-18da,2.528
Vlog_1080P-19bb,4.442
Vlog_1080P-1a53,3.076
Vlog_1080P-1df9,4.474
Vlog_1080P-1e70,4.134
Vlog_1080P-1f0a,2.442
Vlog_1080P-21f5,3.872
Vlog_1080P-2394,3.327
Vlog_1080P-23cb,4.641
Vlog_1080P-25de,3.069
Vlog_1080P-2600,1.914
Vlog_1080P-26dc,3.882
Vlog_1080P-2cda,3.685
Vlog_1080P-34cb,4.429
Vlog_1080P-35cd,2.428
Vlog_1080P-3744,3.196
Vlog_1080P-45c9,3.948
Vlog_1080P-4ba9,2.888
Vlog_1080P-4f26,3.908
Vlog_1080P-52fe,3.962
Vlog_1080P-5904,3.838
Vlog_1080P-5f28,4.365
Vlog_1080P-62fc,2.811
Vlog_1080P-64b6,4.255
Vlog_1080P-6686,4.192
Vlog_1080P-687a,3.926
Vlog_1080P-7062,3.374
Vlog_1080P-7e8c,3.944
